parameter_label,train_final_equity,train_total_return,train_cagr,train_max_drawdown,train_trade_count,train_final_cash,train_sharpe_ratio,train_net_profit,paper_final_equity,paper_total_return,paper_cagr,paper_max_drawdown,paper_trade_count,paper_final_cash,paper_sharpe_ratio,paper_net_profit
lookback=126|skip=0|rebalance=5|maxpos=10|reserve=0.050|minmom=0.040|volwin=20|volexp=1.25,180752.148,0.8075214799999999,0.34580815093401385,0.298856314576472,726.0,10045.047999999982,1.1372409098421943,80752.14799999999,151359.295,0.51359295,0.5157488915570556,0.0522985613249255,222.0,9573.26500000001,2.8002725762333065,51359.29500000001
