SYM,ASML,SMART/AMEX
SYM,ADBE,SMART/AMEX
SYM,CRM,SMART/AMEX
SYM,PANW,SMART/AMEX
SYM,NOW,SMART/AMEX
SYM,LULU,SMART/AMEX
SYM,CMG,SMART/AMEX
SYM,ELV,SMART/AMEX
SYM,LMT,SMART/AMEX
SYM,NKE,SMART/AMEX
