SYM,AAPL,SMART/AMEX
SYM,MSFT,SMART/AMEX
SYM,GOOGL,SMART/AMEX
SYM,NVDA,SMART/AMEX
SYM,META,SMART/AMEX
SYM,AVGO,SMART/AMEX
SYM,COST,SMART/AMEX
SYM,LIN,SMART/AMEX
SYM,MS,SMART/AMEX
SYM,V,SMART/AMEX
