SYM,AMD,SMART/AMEX
SYM,TSLA,SMART/AMEX
SYM,NFLX,SMART/AMEX
SYM,TTD,SMART/AMEX
SYM,SNPS,SMART/AMEX
SYM,ON,SMART/AMEX
SYM,CRWD,SMART/AMEX
SYM,MELI,SMART/AMEX
SYM,DDOG,SMART/AMEX
SYM,ZS,SMART/AMEX
